Invoice|Customer ID|InvoiceDate
493536|17841.0|2010-01-04 15:29:00
493537|16029.0|2010-01-04 15:33:00
C493538|17949.0|2010-01-04 15:35:00
C493539|13078.0|2010-01-04 15:35:00
493540|14477.0|2010-01-04 15:41:00
C493541|13768.0|2010-01-04 16:00:00
493542|15867.0|2010-01-04 16:11:00
493543|14839.0|2010-01-04 16:29:00
493546|17969.0|2010-01-04 17:03:00
493565|17950.0|2010-01-04 17:39:00
493566|15291.0|2010-01-05 08:59:00
493567||2010-01-05 09:16:00
493568|16875.0|2010-01-05 09:16:00
493569|13901.0|2010-01-05 09:29:00
493570||2010-01-05 09:31:00
493571|14198.0|2010-01-05 10:07:00
493572||2010-01-05 10:13:00
493573|18145.0|2010-01-05 10:18:00
493574|15521.0|2010-01-05 10:19:00
493575|18171.0|2010-01-05 10:46:00
C493576||2010-01-05 11:13:00
493577|13557.0|2010-01-05 11:16:00
493609|17949.0|2010-01-05 11:29:00
493613|17949.0|2010-01-05 11:31:00
493619|18051.0|2010-01-05 11:34:00
C493647|17861.0|2010-01-05 11:48:00
493665||2010-01-05 12:00:00
493666|16017.0|2010-01-05 12:06:00
493667|13253.0|2010-01-05 12:13:00
493668||2010-01-05 12:16:00
493669||2010-01-05 12:17:00
493670|14653.0|2010-01-05 12:20:00
493671|13338.0|2010-01-05 12:25:00
C493673|16779.0|2010-01-05 12:26:00
493672|17861.0|2010-01-05 12:26:00
493685|14969.0|2010-01-05 12:43:00
C493689|14606.0|20100105 12:45:00
493695|14606.0|2010-01-05 13:23:00
493696|16779.0|2010-01-05 13:32:00
493697||2010-01-05 13:41:00
493698||2010-01-05 13:42:00
493699|13831.0|2010-01-05 13:43:00
493700|14422.0|2010-01-05 13:45:00
493701|15865.0|2010-01-05 13:58:00
493702|18102.0|2010-01-05 14:07:00
493703|18102.0|2010-01-05 14:08:00
493704|13610.0|
493705||2010-01-05 14:22:00
493706|15768.0|2010-01-05 14:32:00
493707|13965.0|2010-01-05 15:21:00
493708|15311.0|2010-01-05 15:29:00
493709|17754.0|2010-01-05 15:55:00
493710|13442.0|2010-01-05 16:04:00
493715|14954.0|2010-01-05 16:38:00
493716|17364.0|2010-01-05 16:50:00
493717|12835.0|2010-01-05 17:19:00
493718|13267.0|2010-01-06 09:45:00
493719|14210.0|2010-01-06 10:17:00
493720|17675.0|2010-01-06 10:20:00
493721|17362.0|2010-01-06 10:53:00
493722|16467.0|2010-01-06 10:58:00
493738|13408.0|2010-01-06 12:00:00
493739|14194.0|2010-01-06 12:16:00
493755|18008.0|2010-01-06 12:35:00
493757|15712.0|2010-01-06 13:08:00
493758||2010-01-06 13:32:00
493759|17965.0|2010-01-06 13:56:00
493760|17753.0|2010-01-06 14:20:00
493761|14258.0|2010-01-06 14:54:00
493762|17941.0|2010-01-06 15:37:00
493765|14828.0|2010-01-07 09:34:00
C493792||2010-01-07 09:56:00
493793|17949.0|2010-01-07 10:56:00
493794|17949.0|2010-01-07 10:57:00
C493795|12471.0|2010-01-07 11:00:00
493796|16029.0|2010-01-07 11:03:00
493797|16029.0|2010-01-07 11:03:00
493798|16029.0|2010-01-07 11:09:00
493799|16029.0|2010-01-07 11:12:00
493800|18094.0|2010-01-07 11:16:00
493801|15684.0|2010-01-07 11:21:00
493802|16985.0|2010-01-07 11:22:00
493803||2010-01-07 11:22:00
493804|14626.0|2010-01-07 11:23:00
C493805|15270.0|2010-01-07 11:25:00
493806|17404.0|2010-01-07 11:31:00
C493807|16163.0|2010-01-07 11:33:00
C493808|13855.0|2010-01-07 11:34:00
C493809|14032.0|2010-01-07 11:42:00
493810|13727.0|2010-01-07 11:47:00
493812|13081.0|2010-01-07 11:52:00
C493811|15409.0|2010-01-07 11:52:00
493813|14051.0|2010-01-07 11:53:00
493814|14541.0|2010-01-07 11:59:00
493815|12978.0|2010-01-07 12:10:00
493816|15266.0|2010-01-07 12:19:00
493817|16641.0|2010-01-07 12:22:00
493818|16525.0|2010-01-07 12:32:00
493819|14156.0|2010-01-07 12:34:00
493820|13821.0|2010-01-07 12:37:00
C493822|16554.0|2010-01-07 12:43:00
493821||2010-01-07 12:43:00
C493823|13408.0|2010-01-07 12:44:00
493824|16862.0|2010-01-07 12:57:00
493825|16888.0|2010-01-07 13:07:00
493826|13173.0|2010-01-07 13:16:00
493827|16746.0|2010-01-07 13:17:00
493828|14732.0|2010-01-07 13:19:00
C493829|15622.0|2010-01-07 13:24:00
C493830|13594.0|2010-01-07 13:25:00
C493831|13768.0|2010-01-07 13:26:00
C493832|18220.0|2010-01-07 13:27:00
C493833|15785.0|2010-01-07 13:30:00
493834|14527.0|2010-01-07 13:32:00
C493835|16600.0|2010-01-07 13:46:00
493837||2010-01-07 13:49:00
C493836|12839.0|2010-01-07 13:49:00
C493838|17677.0|2010-01-07 13:50:00
C493839|13952.0|2010-01-07 13:52:00
493840|15874.0|2010-01-07 13:56:00
493841|13394.0|2010-01-07 14:04:00
493842||2010-01-07 14:20:00
493843|15100.0|2010-01-07 14:33:00
493844|15324.0|2010-01-07 14:37:00
493845||2010-01-07 15:02:00
493846|14465.0|2010-01-07 15:03:00
493847|15152.0|2010-01-07 15:15:00
493848|16351.0|2010-01-07 15:26:00
C493849|15222.0|2010-01-07 15:32:00
C493850|14267.0|2010-01-07 15:34:00
C493851|13905.0|2010-01-07 15:44:00
C493852|14156.0|2010-01-07 15:50:00
C493853|16325.0|2010-01-07 15:54:00
C493854|13599.0|2010-01-07 15:56:00
C493855|16656.0|2010-01-07 16:00:00
C493856|13089.0|2010-01-07 16:10:00
C493857|15823.0|2010-01-07 16:11:00
493858||2010-01-07 16:12:00
C493859|14911.0|2010-01-07 16:15:00
493860|13767.0|2010-01-07 16:19:00
C493861|13767.0|2010-01-07 16:19:00
C493862|14480.0|2010-01-07 16:21:00
493863|12678.0|2010-01-07 16:46:00
C493864|13749.0|2010-01-07 16:52:00
493865|15808.0|2010-01-07 16:57:00
493866|16057.0|2010-01-07 17:11:00
C493867|16296.0|2010-01-07 17:14:00
C493868|14911.0|2010-01-07 17:17:00
C493869|13136.0|2010-01-07 17:19:00
C493870|16592.0|2010-01-07 17:21:00
C493871|13078.0|2010-01-07 17:23:00
493872|16296.0|2010-01-07 18:33:00
493873|13711.0|
493874|13468.0|2010-01-07 18:35:00
493875|13693.0|2010-01-07 18:36:00
493876|12648.0|2010-01-07 18:38:00
493877|14911.0|2010-01-07 19:34:00
493878|14769.0|2010-01-08 09:08:00
493879||2010-01-08 09:20:00
493880|13047.0|2010-01-08 09:23:00
493881|17018.0|2010-01-08 09:38:00
493882|15586.0|
493883|18102.0|2010-01-08 10:06:00
493884|14045.0|2010-01-08 10:08:00
493885|18102.0|
493886|16497.0|2010-01-08 10:30:00
493887|17457.0|2010-01-08 10:34:00
493897|14911.0|2010-01-08 10:39:00
C493898|14911.0|2010-01-08 10:40:00
493899|12417.0|2010-01-08 10:43:00
493900|14911.0|2010-01-08 10:44:00
493922|13728.0|2010-01-08 11:13:00
493923|13360.0|2010-01-08 11:16:00
493925|15827.0|2010-01-08 11:25:00
493924|12678.0|2010-01-08 11:25:00
493926|13854.0|2010-01-08 11:28:00
493927|14063.0|2010-01-08 11:50:00
493928||2010-01-08 11:53:00
493929|14735.0|2010-01-08 11:55:00
493930|15369.0|2010-01-08 11:58:00
C493940|17243.0|2010-01-08 12:03:00
493941|13199.0|2010-01-08 12:05:00
493945|16103.0|2010-01-08 12:08:00
493946|15607.0|2010-01-08 12:16:00
493947|17243.0|2010-01-08 12:22:00
493948|16772.0|2010-01-08 12:38:00
493949|16325.0|2010-01-08 12:51:00
493950|12681.0|2010-01-08 13:19:00
493951|16027.0|2010-01-08 13:21:00
493952|12971.0|2010-01-08 13:52:00
493953|14327.0|2010-01-08 14:04:00
493954|18170.0|2010-01-08 14:10:00
493955|14016.0|2010-01-08 14:12:00
493956|15465.0|2010-01-08 14:16:00
493957|18087.0|2010-01-08 14:18:00
493958||2010-01-08 14:43:00
493959|13044.0|2010-01-08 14:46:00
493960|16556.0|2010-01-08 15:01:00
493961|17841.0|2010-01-08 15:16:00
493962|15311.0|2010-01-08 15:19:00
493963|13078.0|2010-01-08 15:24:00
493964|12714.0|2010-01-08 16:29:00
493965|14573.0|2010-01-08 16:34:00
493968|15640.0|2010-01-08 16:42:00
493969|14031.0|2010-01-08 17:09:00
493970|15856.0|2010-01-08 17:13:00
493971|13259.0|2010-01-10 10:26:00
493972|16109.0|2010-01-10 10:37:00
493973|17539.0|2010-01-10 11:08:00
493974|16787.0|2010-01-10 11:12:00
493975|12540.0|2010-01-10 11:27:00
493976|14849.0|2010-01-10 11:40:00
493977|14532.0|2010-01-10 11:47:00
493978|17920.0|20100110 11:55:00
493979|17323.0|2010-01-10 11:58:00
493980|13410.0|2010-01-10 11:59:00
493981|14160.0|2010-01-10 12:06:00
493983|13762.0|2010-01-10 12:13:00
493982|18231.0|2010-01-10 12:13:00
C493984|14685.0|2010-01-10 12:18:00
493985|15527.0|
C493986|15527.0|2010-01-10 12:27:00
493987|15413.0|2010-01-10 12:37:00
493988|14299.0|2010-01-10 12:40:00
493989|14685.0|2010-01-10 12:43:00
493990|12951.0|2010-01-10 12:43:00
493991|14685.0|2010-01-10 12:44:00
C493992|14685.0|2010-01-10 12:44:00
493993|13089.0|2010-01-10 12:47:00
493994|14091.0|2010-01-10 13:41:00
493995|13694.0|2010-01-10 13:50:00
493997|17372.0|2010-01-10 13:51:00
493996|15601.0|2010-01-10 13:51:00
493998|13999.0|2010-01-10 13:56:00
493999||2010-01-10 14:02:00
494000|15061.0|2010-01-10 14:17:00
494001|13319.0|2010-01-10 14:21:00
494002|13634.0|2010-01-10 14:26:00
494003|17222.0|2010-01-10 15:24:00
494004|15601.0|2010-01-10 15:25:00
494005||2010-01-10 15:29:00
494006||2010-01-10 15:55:00
494007|14606.0|2010-01-10 16:03:00
494008|18242.0|2010-01-11 08:49:00
494009|12471.0|2010-01-11 08:51:00
494010|12471.0|2010-01-11 08:53:00
494011||2010-01-11 09:30:00
494012||2010-01-11 09:31:00
494013||2010-01-11 09:32:00
494014||2010-01-11 09:33:00
494015||2010-01-11 09:34:00
494016||2010-01-11 09:35:00
494018||20100111 09:37:00
494017||2010-01-11 09:37:00
494019||2010-01-11 09:38:00
494020|17147.0|2010-01-11 09:38:00
494021|15738.0|2010-01-11 09:53:00
494022|15769.0|2010-01-11 09:55:00
494023|13162.0|2010-01-11 10:08:00
C494024|12959.0|2010-01-11 10:09:00
494025||2010-01-11 10:11:00
494026|15369.0|2010-01-11 10:11:00
494027|17113.0|2010-01-11 10:14:00
494028|17113.0|2010-01-11 10:15:00
494029|12913.0|2010-01-11 10:24:00
C494030||2010-01-11 10:25:00
494031||2010-01-11 10:39:00
494032|13709.0|2010-01-11 10:40:00
C494033|14527.0|2010-01-11 10:56:00
494034||2010-01-11 11:09:00
494035|15044.0|2010-01-11 11:30:00
494036|17139.0|2010-01-11 11:31:00
494037|15291.0|2010-01-11 11:43:00
494038||2010-01-11 11:49:00
494039||2010-01-11 11:51:00
494040|18115.0|2010-01-11 11:57:00
494042|12510.0|2010-01-11 11:57:00
C494041|12533.0|2010-01-11 11:57:00
C494043|12709.0|2010-01-11 11:59:00
C494044|16103.0|2010-01-11 12:00:00
494045|12510.0|2010-01-11 12:01:00
494046|15044.0|2010-01-11 12:01:00
494047|13093.0|2010-01-11 12:05:00
494048|13093.0|2010-01-11 12:07:00
494079|12835.0|2010-01-11 12:19:00
494108|17529.0|20100111 12:29:00
494110|12549.0|2010-01-11 12:29:00
494114||2010-01-11 12:30:00
494113|12549.0|2010-01-11 12:30:00
494118|12875.0|2010-01-11 12:37:00
494119|17739.0|2010-01-11 12:46:00
494120|14156.0|2010-01-11 12:48:00
494128|17740.0|2010-01-11 13:11:00
494139|15549.0|2010-01-11 13:16:00
494140|14984.0|2010-01-11 13:22:00
494141|18252.0|2010-01-11 13:24:00
494142|17978.0|2010-01-11 13:51:00
494143|12406.0|2010-01-11 14:04:00
494144||2010-01-11 14:35:00
494145||2010-01-11 14:36:00
494146|14646.0|2010-01-11 14:37:00
494147||2010-01-11 14:39:00
494148|15311.0|2010-01-11 14:45:00
494149|16569.0|2010-01-11 14:52:00
494150|12980.0|2010-01-11 14:56:00
C494151|13178.0|2010-01-11 15:03:00
494152||2010-01-11 15:07:00
494153|17023.0|2010-01-11 15:09:00
494154|17188.0|2010-01-11 15:33:00
494155||2010-01-11 15:34:00
494156||2010-01-11 15:51:00
494157|13089.0|2010-01-11 16:00:00
494158||2010-01-11 16:01:00
494159||2010-01-11 16:32:00
494160|18061.0|2010-01-11 16:42:00
494161|16019.0|2010-01-11 17:13:00
494162||2010-01-11 17:18:00
494163|13433.0|2010-01-12 08:59:00
494164|17961.0|2010-01-12 09:24:00
494165|15380.0|2010-01-12 09:25:00
494166||2010-01-12 09:47:00
494167|14867.0|2010-01-12 09:48:00
494168||2010-01-12 09:55:00
494169|15186.0|2010-01-12 10:14:00
494170|12600.0|2010-01-12 10:36:00
494186||2010-01-12 10:48:00
C494205|16732.0|2010-01-12 11:06:00
494206|12939.0|2010-01-12 11:27:00
494207|16841.0|2010-01-12 11:32:00
494208|17945.0|2010-01-12 11:33:00
494209|14239.0|2010-01-12 11:33:00
494210|15299.0|2010-01-12 11:34:00
494211|17945.0|2010-01-12 11:36:00
494212|15002.0|2010-01-12 11:40:00
494213|17945.0|2010-01-12 11:40:00
494214|12623.0|2010-01-12 11:45:00
C494215|12623.0|2010-01-12 11:56:00
494216|16422.0|2010-01-12 11:57:00
494217|16525.0|2010-01-12 12:12:00
494218|17841.0|2010-01-12 12:29:00
494227|13622.0|2010-01-12 13:22:00
494228|14861.0|2010-01-12 13:39:00
494229|16779.0|2010-01-12 13:54:00
494230|17961.0|2010-01-12 14:08:00
494231||2010-01-12 14:09:00
494232||2010-01-12 14:16:00
494233|15093.0|2010-01-12 14:33:00
494234|12549.0|2010-01-12 15:01:00
494235|14225.0|2010-01-12 15:02:00
494236|14241.0|2010-01-12 15:11:00
494237|15550.0|2010-01-12 15:27:00
C494238|14081.0|2010-01-12 15:30:00
494239|14081.0|2010-01-12 15:48:00
494241|17165.0|2010-01-12 15:50:00
494240|16858.0|2010-01-12 15:50:00
C494242|14606.0|2010-01-12 15:51:00
494243|18102.0|2010-01-12 15:57:00
494244|18102.0|
494245||2010-01-12 16:10:00
494246|17352.0|2010-01-12 16:13:00
C494247|15100.0|2010-01-12 16:35:00
494248||2010-01-12 16:39:00
494249||2010-01-12 16:40:00
494250||2010-01-12 16:40:00
494251||2010-01-12 16:40:00
494252||2010-01-12 16:43:00
494253||2010-01-12 16:43:00
494254||2010-01-12 16:43:00
494257||20100112 16:44:00
494256||2010-01-12 16:44:00
494255||2010-01-12 16:44:00
494259||2010-01-12 16:45:00
494258||2010-01-12 16:45:00
494260||2010-01-12 16:46:00
494261||2010-01-12 16:47:00
494263||2010-01-12 16:47:00
494262||2010-01-12 16:47:00
494264|17576.0|2010-01-12 16:55:00
494265||2010-01-12 16:55:00
494266||2010-01-12 16:56:00
494267|14606.0|2010-01-12 17:15:00
494268|12649.0|2010-01-12 17:24:00
494269|12820.0|2010-01-13 08:58:00
C494270|13410.0|2010-01-13 09:23:00
C494271|12417.0|2010-01-13 09:42:00
494272|15358.0|2010-01-13 09:53:00
494273||2010-01-13 10:04:00
494274||2010-01-13 10:05:00
494275|15497.0|2010-01-13 10:21:00
494276|17679.0|2010-01-13 10:29:00
494277|14063.0|2010-01-13 10:32:00
494278|13162.0|2010-01-13 10:40:00
494279||2010-01-13 10:41:00
494280|12682.0|2010-01-13 10:43:00
494281|13798.0|
494327|13576.0|2010-01-13 11:57:00
C494331|13457.0|2010-01-13 12:04:00
C494332|13696.0|2010-01-13 12:08:00
C494333|14151.0|2010-01-13 12:10:00
C494334|14769.0|2010-01-13 12:16:00
494335|14092.0|2010-01-13 12:21:00
494336|14137.0|2010-01-13 12:30:00
494338|15311.0|20100113 12:40:00
494339|14154.0|2010-01-13 12:47:00
494340||2010-01-13 13:06:00
494341||2010-01-13 13:07:00
494342|14826.0|2010-01-13 13:08:00
494343|15456.0|2010-01-13 13:22:00
494344|16585.0|2010-01-13 13:31:00
494345|15755.0|2010-01-13 13:55:00
C494347|12510.0|2010-01-13 14:20:00
494348|14156.0|2010-01-13 14:25:00
494349|15015.0|2010-01-13 14:32:00
494350||2010-01-13 14:37:00
494351|14277.0|2010-01-13 14:48:00
C494353|12510.0|2010-01-13 14:50:00
C494352|14156.0|2010-01-13 14:50:00
494354|15513.0|2010-01-13 14:59:00
C494355|12510.0|2010-01-13 15:04:00
C494356|14911.0|2010-01-13 15:06:00
494357|12647.0|2010-01-13 15:06:00
C494358|13078.0|2010-01-13 15:07:00
494359|17962.0|2010-01-13 15:24:00
C494360|12510.0|2010-01-13 15:32:00
C494361|12709.0|2010-01-13 15:48:00
494362|17757.0|2010-01-13 15:56:00
C494363|13319.0|2010-01-13 16:00:00
494364|14146.0|2010-01-13 16:04:00
C494365|16057.0|2010-01-13 16:06:00
C494366|13854.0|2010-01-13 16:07:00
C494367|15827.0|2010-01-13 16:09:00
C494368|15152.0|2010-01-13 16:11:00
C494369|13078.0|2010-01-13 16:12:00
C494370|13854.0|2010-01-13 16:24:00
C494371|12681.0|2010-01-13 16:25:00
C494372|15719.0|2010-01-13 16:27:00
494374||2010-01-13 16:37:00
494373||2010-01-13 16:37:00
494376||2010-01-13 16:38:00
494375||2010-01-13 16:38:00
494377||2010-01-13 16:41:00
494378||2010-01-13 17:03:00
494379||2010-01-13 17:08:00
494380||2010-01-13 17:39:00
494381||2010-01-13 17:44:00
494382||2010-01-13 17:51:00
494383|13929.0|2010-01-14 07:25:00
494384|16304.0|2010-01-14 08:30:00
494385|18268.0|2010-01-14 09:33:00
494386||2010-01-14 09:41:00
494387||2010-01-14 09:46:00
494388||2010-01-14 09:58:00
494389|13152.0|2010-01-14 10:01:00
494390|18041.0|2010-01-14 10:04:00
494391|13787.0|2010-01-14 10:13:00
494392|16414.0|2010-01-14 10:21:00
494394|15312.0|20100114 10:25:00
494393||2010-01-14 10:25:00
494395|14256.0|2010-01-14 10:35:00
494416|17469.0|2010-01-14 10:56:00
494419|15903.0|2010-01-14 10:57:00
C494430|13004.0|2010-01-14 11:09:00
494429|16660.0|2010-01-14 11:09:00
C494431|14590.0|2010-01-14 11:27:00
494432|13694.0|2010-01-14 11:43:00
494433|14423.0|2010-01-14 11:49:00
494434|18134.0|2010-01-14 11:59:00
494435|14590.0|2010-01-14 12:00:00
494436|16013.0|2010-01-14 12:09:00
494437|14466.0|2010-01-14 12:11:00
C494438||2010-01-14 12:15:00
494439|12931.0|2010-01-14 12:30:00
494440|17850.0|2010-01-14 12:46:00
494441|13491.0|2010-01-14 13:00:00
494442|12644.0|2010-01-14 13:02:00
494443|15898.0|2010-01-14 13:03:00
C494444|12921.0|2010-01-14 13:09:00
494445|17850.0|2010-01-14 13:14:00
494446||2010-01-14 13:18:00
C494448|14667.0|2010-01-14 13:36:00
494447|17496.0|2010-01-14 13:36:00
C494449|13093.0|2010-01-14 13:49:00
494451|14527.0|2010-01-14 13:50:00
494450|12346.0|2010-01-14 13:50:00
C494452|15684.0|2010-01-14 13:51:00
C494453|15222.0|2010-01-14 13:55:00
494454|15605.0|2010-01-14 14:03:00
494455|17850.0|2010-01-14 14:06:00
494456|13233.0|2010-01-14 14:10:00
C494457|14667.0|2010-01-14 14:12:00
494458|14667.0|2010-01-14 14:15:00
494459|14667.0|2010-01-14 14:18:00
C494466|17032.0|2010-01-14 14:25:00
494467|15046.0|2010-01-14 14:29:00
494468|13050.0|2010-01-14 14:32:00
494470|12748.0|2010-01-14 14:41:00
494469|16210.0|2010-01-14 14:41:00
494471|13680.0|2010-01-14 14:48:00
C494472||2010-01-14 14:51:00
494473|17508.0|2010-01-14 14:53:00
C494474|12471.0|2010-01-14 15:06:00
494475|17377.0|2010-01-14 15:10:00
494476|15222.0|2010-01-14 15:24:00
C494477||2010-01-14 15:40:00
494478|14062.0|2010-01-14 15:41:00
494479|17032.0|2010-01-14 15:47:00
494480|15768.0|2010-01-14 16:16:00
494482|13983.0|2010-01-14 16:24:00
494481|17850.0|2010-01-14 16:24:00
494483|13562.0|2010-01-14 16:33:00
494484|17754.0|2010-01-14 16:45:00
C494486|16858.0|2010-01-14 17:02:00
494487||2010-01-14 17:08:00
C494488|16875.0|2010-01-14 17:13:00
C494489|15810.0|2010-01-14 17:14:00
494490|17850.0|2010-01-14 17:20:00
C494491|17675.0|2010-01-14 17:20:00
C494492|12712.0|2010-01-14 17:21:00
C494493|15326.0|2010-01-14 17:26:00
C494494|13338.0|20100114 17:29:00
494495||2010-01-14 17:43:00
C494496|13394.0|2010-01-14 17:56:00
C494497|13360.0|2010-01-14 17:59:00
494498|13360.0|2010-01-14 17:59:00
494499|17850.0|2010-01-14 18:03:00
C494500|13711.0|2010-01-14 18:06:00
C494501|15358.0|
C494502|14290.0|2010-01-14 18:08:00
494503|17850.0|2010-01-14 18:56:00
494504|17848.0|2010-01-14 19:10:00
494505|13711.0|2010-01-14 19:20:00
494506|17850.0|2010-01-14 19:36:00
494507|15031.0|2010-01-14 19:50:00
494508|16353.0|2010-01-15 08:13:00
494509|16353.0|2010-01-15 08:14:00
494510|17850.0|2010-01-15 08:59:00
494511|12431.0|2010-01-15 09:04:00
494512|14755.0|2010-01-15 09:10:00
494513|12431.0|2010-01-15 09:37:00
494514|17850.0|2010-01-15 10:14:00
494515|13694.0|2010-01-15 10:24:00
494516|14136.0|2010-01-15 10:29:00
494518|16029.0|2010-01-15 10:37:00
494529|15738.0|2010-01-15 10:45:00
494533|18065.0|2010-01-15 10:47:00
494565||2010-01-15 10:58:00
494585|15359.0|2010-01-15 11:30:00
494586|18106.0|2010-01-15 11:36:00
494587|18106.0|2010-01-15 11:40:00
494588|17681.0|2010-01-15 11:53:00
494589|17850.0|2010-01-15 11:56:00
494590|12755.0|2010-01-15 11:57:00
494591|12789.0|2010-01-15 12:06:00
C494592|15898.0|2010-01-15 12:08:00
C494593|15326.0|2010-01-15 12:11:00
494594|15771.0|2010-01-15 12:14:00
C494604|12613.0|2010-01-15 12:22:00
494603|16452.0|2010-01-15 12:22:00
494605|13821.0|2010-01-15 12:28:00
494606|15607.0|2010-01-15 12:38:00
494607|16858.0|2010-01-15 12:43:00
494608|17850.0|2010-01-15 12:51:00
494609||2010-01-15 13:06:00
494610||2010-01-15 13:12:00
494611|12649.0|2010-01-15 13:14:00
494612|15311.0|2010-01-15 13:15:00
494613|14324.0|20100115 13:31:00
494614|17850.0|2010-01-15 13:32:00
494615||2010-01-15 13:41:00
494616|17364.0|2010-01-15 14:27:00
494617|13319.0|2010-01-15 14:40:00
494618|17871.0|2010-01-15 14:48:00
494619|12631.0|2010-01-15 14:50:00
494620|17227.0|2010-01-15 15:05:00
494621|15059.0|2010-01-15 15:13:00
494622|12860.0|2010-01-15 15:22:00
494623|15393.0|2010-01-15 15:27:00
494624|17454.0|2010-01-15 15:40:00
494625|17851.0|2010-01-15 15:47:00
494627|15224.0|2010-01-15 16:14:00
C494629|13983.0|2010-01-15 16:48:00
494630|12813.0|2010-01-15 16:52:00
494631||2010-01-15 16:52:00
494632|15633.0|2010-01-15 16:53:00
494634|15489.0|2010-01-15 16:58:00
494635|15945.0|2010-01-15 17:36:00
494636|16335.0|2010-01-17 10:27:00
494637|14451.0|2010-01-17 10:35:00
494638|16782.0|2010-01-17 11:03:00
494639|14421.0|2010-01-17 11:30:00
494640|17801.0|2010-01-17 11:31:00
494641|15413.0|2010-01-17 11:33:00
494642|17850.0|2010-01-17 11:35:00
494643|13694.0|2010-01-17 11:55:00
494644|16595.0|2010-01-17 12:12:00
494645|16017.0|2010-01-17 12:17:00
494646|13907.0|2010-01-17 12:22:00
494647|17920.0|2010-01-17 12:25:00
494648|17850.0|2010-01-17 12:26:00
494649|17969.0|2010-01-17 12:28:00
C494650|17969.0|2010-01-17 12:29:00
494651|16510.0|2010-01-17 12:30:00
494652|14527.0|2010-01-17 12:40:00
494653|14420.0|2010-01-17 12:41:00
494654|13777.0|2010-01-17 12:42:00
494655|17850.0|2010-01-17 12:55:00
494656|17850.0|2010-01-17 13:14:00
494657|16524.0|2010-01-17 13:16:00
494658|13782.0|2010-01-17 13:29:00
494659|17850.0|2010-01-17 13:41:00
494660|13831.0|2010-01-17 13:55:00
494661|13634.0|2010-01-17 14:07:00
494662|13004.0|2010-01-17 14:10:00
494663|16166.0|2010-01-17 14:16:00
494664|17213.0|2010-01-17 14:50:00
494665|16434.0|2010-01-17 14:51:00
494666|13869.0|2010-01-17 14:53:00
494667|15223.0|2010-01-17 14:54:00
494668|13616.0|2010-01-17 14:56:00
494669|15916.0|2010-01-17 15:02:00
494670|13178.0|2010-01-17 15:22:00
494671|14560.0|2010-01-17 15:46:00
494672|14404.0|2010-01-17 15:46:00
494673|15311.0|2010-01-17 15:52:00
494674|14606.0|2010-01-17 16:01:00
494675||2010-01-17 16:05:00
494676|17591.0|2010-01-17 16:09:00
494677|14892.0|2010-01-18 08:58:00
494678|16684.0|2010-01-18 09:12:00
494679|12877.0|2010-01-18 10:23:00
494680|17343.0|2010-01-18 10:29:00
494681|14441.0|2010-01-18 10:40:00
494682|14754.0|2010-01-18 11:04:00
494683|15747.0|2010-01-18 11:21:00
494684|15795.0|2010-01-18 11:31:00
494685||2010-01-18 11:39:00
494686|15039.0|2010-01-18 11:49:00
494687|15039.0|
